,Title,Artist,Nationality,BeginDate,EndDate,Gender,Date,Department
15456,Wrapper from La Lunette Farcie,Jean Dubuffet,French,1901.0,1985.0,Male,1900,Prints & Illustrated Books
15457,"Humayuns's Tomb, Americans--talking about AIDS and distributing condoms. Nobody believes them. They're always telling us what to do",Sunil Gupta,Indian,1953.0,,Male,1986,Photography
15458,from PERSONNAGES,Maryan S. Maryan,American,1927.0,1977.0,Male,1900,Prints & Illustrated Books
15459,"The Aim, My Aim! (Das Ziel, mein Ziel!) from Potsdamer Platz oder Die Nächte des neuen Messias. Ekstatische Visionen (Potsdamer Platz or The Nights of the New Messiah. Ecstatic Visions)",Paul Klee,German,1879.0,1940.0,Male,1919,Prints & Illustrated Books
15460,Art & Project Bulletin #102,Carel Visser,Dutch,1928.0,,Male,1977,Prints & Illustrated Books
15461,100 Years,Hans-Peter Feldmann,German,1941.0,,Male,2001,Photography
15462,Four Letter Heaven (Animation Cells),Cecily Brown,British,1969.0,,Female,1995,Drawings
15463,(Untitled) (Lady in white dress),Man Ray (Emmanuel Radnitzky),American,1890.0,1976.0,Male,1928,Photography
15464,Disque no. 4 from Expériences musicales,Jean Dubuffet,French,1901.0,1985.0,Male,1961,Prints & Illustrated Books
15465,"Front cover from Parole in Libertà Futuriste, Tattili-Termiche Olfattive",Tullio d'Albisola (Tullio Spartaco Mazzotti),Italian,1899.0,1971.0,Male,1900,Prints & Illustrated Books
15466,Topiary: The Art of Improving Nature,Louise Bourgeois,American,1911.0,2010.0,Female,1998,Prints & Illustrated Books
15467,The Molecular Structure Drawing,Damien Hirst,British,1965.0,,Male,1997,Drawings
15468,Umakichi,Ruth Asawa,American,1926.0,2013.0,Female,1965,Prints & Illustrated Books
15469,H. Th. Wijdeveld letterhead,Hendrikus Th. Wijdeveld,Dutch,1885.0,1987.0,Male,1930,Architecture & Design
15470,Untitled (12 January 1972),Robert Overby,American,1935.0,1993.0,Male,1972,Drawings
15471,"Casa Mara, Caracas, Venezuela",Jorge Castillo,Venezuelan,1933.0,,Male,1972,Architecture & Design
15472,"Editors of the Newspapers of the Futurists: Burliuk, Kamenskii, Maiakovsky",Unknown,Russian,,,Gender Unknown,1918,Architecture & Design
15473,Vanilla Nightmares #12,Adrian Piper,American,1948.0,,Female,1986,Drawings
15474,Hôtel de Fleury. 28 Rue des Saints-Pères,Eugène Atget,French,1857.0,1927.0,Male,1905,Photography
15475,JOSEPHIN SOULARY,F. Armbruster,Nationality Unknown,,,Gender Unknown,1900,Photography
15476,The City Square. Study for backdrop for the ballet Le Coq d'or (The Golden Cockerel),Natalia Goncharova,Russian,1881.0,1962.0,Female,1937,Drawings
15477,Basic Training,Frederick Wiseman,American,1930.0,,Male,1971,Film
15478,Porte de Montreuil,Eugène Atget,French,1857.0,1927.0,Male,1913,Photography
15479,Tailpiece (page 45) from SYLVIE,Pierre Laprade,French,1875.0,1931.0,Male,1900,Prints & Illustrated Books
15480,"Cleveland, Ohio",Lee Friedlander,American,1934.0,,Male,1980,Photography
15481,Untitled,Rene Portocarrero,Cuban,1914.0,1985.0,Male,1941,Drawings
15482,Untitled,Jan Tschichold,Swiss,1902.0,1974.0,Male,1938,Architecture & Design
15483,"SEAL (plate, folio 26) from THE SCOTTISH BESTIARY",June Redfern,British,1951.0,,Female,1986,Prints & Illustrated Books
15484,"The Lung-Hwa-Ta or ""Pagoda of the Dragon's Glory""",John Thomson,British,1837.0,1921.0,Male,1874,Photography
15485,Piet Zwart letterhead (Letter to Eisler),Piet Zwart,Dutch,1885.0,1977.0,Male,1921,Architecture & Design
15486,HÔTEL DE MAYENNE. RUE SAINT-ANTOINE,Eugène Atget,French,1857.0,1927.0,Male,1900,Photography
15487,Mend,Yoko Ono,American,1933.0,,Female,1989,Fluxus Collection
15488,(Bridge Piling),Peter Stackpole,American,1913.0,,Male,1934,Photography
15489,Totem Stereo System with Detachable Speakers (model RR 130),Mario Bellini,Italian,1935.0,,Male,1970,Architecture & Design
15490,Technische Vereinigung Magdeburg,Walter Dexel,German,1890.0,1973.0,Male,1900,Architecture & Design
15491,Plate (folio 29) from BIOTHERM,Jim Dine,American,1935.0,,Male,1900,Prints & Illustrated Books
15492,Untitled,Robert Flynt,American,1956.0,,Male,1991,Photography
15493,"Stage set design for ""A Midsummer Night's Dream"" at the Heidelberg Festival",Hans Poelzig,German,1869.0,1936.0,Male,1926,Architecture & Design
15494,Street Fashion: Leather,Hal Fischer,American,1950.0,,Male,1977,Photography
15495,Title page from Coyote Stories,Chris Burden,American,1946.0,2015.0,Male,2005,Prints & Illustrated Books
15496,"La femme aux seins, 1947 from Fautrier l'enragé",Jean Fautrier,French,1898.0,1964.0,Male,1949,Prints & Illustrated Books
15497,Piccole Note,Anna Maria Maiolino,Brazilian,1942.0,,Female,1984,Drawings
15498,Headpiece (page 92) from FLORILÈGE DES AMOURS,Henri Matisse,French,1869.0,1954.0,Male,1900,Prints & Illustrated Books
15499,I find a sense of freedom in the suburbs…. You assume the mask of suburbia for outward appearances and yet no one knows what you really do.,Bill Owens,American,1938.0,,Male,1971,Photography
15500,Peace (Paix) from the portfolio Textures from Phenomena (Les Phénomènes),Jean Dubuffet,French,1901.0,1985.0,Male,1959,Prints & Illustrated Books
15501,Plate (folio 3) from VOCES,Libero Badii,Argentine,1916.0,2001.0,Male,1964,Prints & Illustrated Books
15502,"Trailside, near Juneau, Alaska",Ansel Adams,American,1902.0,1984.0,Male,1948,Photography
15503,Untitled (#14),Jorge Ribalta,Spanish,1963.0,,Male,1987,Photography
15504,"TOILETTE, tailpiece from the journal AVENTURE, No. 2, December 1921 (page 32)",Pierre Flouquet,French,1900.0,1967.0,Male,1921,Prints & Illustrated Books
15505,Untitled #211,José Antonio Suárez Londoño,Colombian,1955.0,,Male,2003,Prints & Illustrated Books
15506,Alfred Stieglitz,Edward Steichen,American,1879.0,1973.0,Male,1907,Photography
15507,Untitled,Barry Flanagan,British,1941.0,2009.0,Male,1967,Painting & Sculpture
15508,"Wanted $2,000 Reward, A Retrospective Exhibition by or of Marcel Duchamp or Rrose Sélavy",Marcel Duchamp,American,1887.0,1968.0,Male,1963,Architecture & Design
15509,Juxta,Hiroko Yamazaki,Japanese,1951.0,,Female,1989,Film
15510,Untitled,Unknown,Nationality Unknown,,,Gender Unknown,1900,Photography
15511,The First Hepaticas,Charles Burchfield,American,1893.0,1967.0,Male,1900,Drawings
15512,"Farnsworth House, Plano, Illinois (Aerial perspective)",Ludwig Mies van der Rohe,American,1886.0,1969.0,Male,1900,Architecture & Design
15513,"CARGADOR, plate 7 (folio 22) from PICTURE BOOK",Jean Charlot,American,1898.0,1979.0,Male,1933,Prints & Illustrated Books
15514,Aqua Duck,Robert McKimson,American,1910.0,1977.0,Male,1963,Film
15515,In-text plate (page 63) from PANTAGRUEL,André Derain,French,1880.0,1954.0,Male,1943,Prints & Illustrated Books
15516,About the Exposition of the Music,Nam June Paik,American,1932.0,2006.0,Male,1962,Fluxus Collection
15517,Jersey,Abram Games,British,1914.0,1996.0,Male,1951,Architecture & Design
15518,"Darwin Martin House, Buffalo, NY",Frank Lloyd Wright,American,1867.0,1959.0,Male,1904,Architecture & Design
15519,Green Animal,Minnie Evans,American,1892.0,1987.0,Female,1963,Drawings
15520,"Rocks and Grasses, Wisconsin",Harry Callahan,American,1912.0,1999.0,Male,1959,Photography
15521,Notre-Dame,Eugène Atget,French,1857.0,1927.0,Male,1923,Photography
15522,Numinous I,John Walker,British,1939.0,,Male,1900,Painting & Sculpture
15523,Throwing the Plate from Very High,Dóra Maurer,Hungarian,1937.0,,Female,1970,Prints & Illustrated Books
15524,The Pigeon,Michael Rothenstein,British,,,Male,1955,Prints & Illustrated Books
15525,"Lafayette Towers, Detroit, MI",Ludwig Mies van der Rohe,American,1886.0,1969.0,Male,1960,Architecture & Design
15526,Poster of the French National Railroad,Album-miscellaneous,Various,,,Gender Unknown,1900,Architecture & Design
15527,Headpiece and initial C (page 15) from LETTRES,Henri Matisse,French,1869.0,1954.0,Male,1900,Prints & Illustrated Books
15528,"Figure Series 10, Reclining Figure",Gordon Holler,American,1935.0,,Male,1972,Prints & Illustrated Books
15529,Wall-Covering Material,Anni Albers,American,1899.0,1994.0,Female,1950,Architecture & Design
15530,"Remodelling of Modlinger House, Wannsee, Berlin (Plan of second floor)",Lilly Reich,German,1885.0,1947.0,Female,1900,Architecture & Design
15531,Headpiece (page 85) from FABLES,Thomas Bewick,British,1753.0,1828.0,Male,1818,Prints & Illustrated Books
15532,Untitled,Louise Bourgeois,American,1911.0,2010.0,Female,1947,Drawings
15533,Rue Saint Julien le Pauvre,Eugène Atget,French,1857.0,1927.0,Male,1927,Photography
15534,& Across the Great Divide,Lawrence Weiner,American,1942.0,,Male,1991,Prints & Illustrated Books
15535,WOMAN'S HEAD WITH BACKGROUND IMAGE OF RUIN OF HOUSE,Edmund Teske,American,1911.0,1996.0,Male,1956,Photography
15536,"THE FASTIDIOUS MAN, plate XIII (facing page 106) from CIRQUE DE L'ÉTOILE FILANTE",Georges Rouault,French,1871.0,1958.0,Male,1900,Prints & Illustrated Books
15537,Relief 1,Omar Carreño,Venezuelan,1927.0,2013.0,Male,1952,Painting & Sculpture
15538,"American System-Built Houses for The Richards Company project, Milwaukee, Wisconsin (Plan)",Frank Lloyd Wright,American,1867.0,1959.0,Male,1900,Architecture & Design
15539,In Provence,Arthur B. Davies,American,1862.0,1928.0,Male,1924,Prints & Illustrated Books
15540,Plate (facing page 76) from DINGO,Pierre Bonnard,French,1867.0,1947.0,Male,1924,Prints & Illustrated Books
15541,Untitled,Unknown,Nationality Unknown,,,Gender Unknown,1900,Photography
15542,WOMAN SEWING,Walter Pach,American,1883.0,1958.0,Male,1921,Prints & Illustrated Books
15543,Daum Space.1,Iwan Baan,Dutch,1975.0,,Male,2014,Architecture & Design
15544,"Ma Burnham, Conroy, Arkansas",Dorothea Lange,American,1895.0,1965.0,Female,1938,Photography
15545,Untitled from Letters,Micha Ullman,Israeli,1939.0,,Male,1992,Prints & Illustrated Books
15546,As Easy As Pie from Disasters of Peace,Diane Victor,South African,1964.0,,Female,1900,Prints & Illustrated Books
15547,The Kiss IV (Kyss IV),Edvard Munch,Norwegian,1863.0,1944.0,Male,1900,Prints & Illustrated Books
15548,\Plate (folio 29) from\ Geometric Figures within Geometric Figures,Sol LeWitt,American,1928.0,2007.0,Male,1976,Prints & Illustrated Books
15549,"""Schwarzbronzit B"" Water Tumbler",Josef Hoffmann,Austrian,1870.0,1956.0,Male,1910,Architecture & Design
15550,Port du Louvre,Eugène Atget,French,1857.0,1927.0,Male,1911,Photography
15551,"Povest' o ryzhem Motele, gospodine inspektore, ravvine Isaie, i komissare Blokh",Konstantin Rotov,Nationality Unknown,,,Male,1926,Prints & Illustrated Books
15552,"Seated Figure of a Girl (Femme assise de profile, a droit, un genou plie, un genou releve)",Aristide Maillol,French,1861.0,1944.0,Male,1926,Prints & Illustrated Books
15553,Madonnenfigur (Madonna Figure),Katharina Fritsch,German,1956.0,,Female,1982,Prints & Illustrated Books
15554,"Plate (folio 52) from Six Geometric Figures and All Their Combinations, Volume I",Sol LeWitt,American,1928.0,2007.0,Male,1980,Prints & Illustrated Books
15555,Corned Beef from The Last Supper,Damien Hirst,British,1965.0,,Male,1999,Prints & Illustrated Books
15556,Bowl,Edward Moulthrop,American,1916.0,,Male,1984,Architecture & Design
15557,DISTANT VIEW OF DAMASCUS,Francis Frith,British,1822.0,1898.0,Male,1857,Photography
15558,Standing Woman with Drapery,Gaston Lachaise,American,1882.0,1935.0,Male,1900,Drawings
15559,Door A (Porte A),Marcel Broodthaers,Belgian,1924.0,1976.0,Male,1969,Prints & Illustrated Books
15560,Untitled from Favorite Objects,Christian Boltanski,French,1944.0,,Male,1998,Prints & Illustrated Books
15561,Modernist dollhouse furniture,Unknown,Nationality Unknown,,,Gender Unknown,1930,Architecture & Design
15562,Middle-class Family,August Sander,German,1876.0,1964.0,Male,1924,Photography
15563,Kopciuch,Marcin Stajewski,Polish,1938.0,,Male,1980,Architecture & Design
15564,"Israel & Vietnam, The Horrors of War, A Dedication to Goya",Rudolf Schoofs,German,,,Male,1968,Prints & Illustrated Books
15565,The Ferry,Alvin Langdon Coburn,American,1882.0,1966.0,Male,1910,Photography
15566,Kubus Stacking Storage Containers,Wilhelm Wagenfeld,German,1900.0,1990.0,Male,1938,Architecture & Design
15567,They Will Not Be Separated Again,Louise Bourgeois,American,1911.0,2010.0,Female,2004,Prints & Illustrated Books
15568,Leger's Studio with Assistant,André Kertész,American,1894.0,1985.0,Male,1927,Photography
15569,"Tutokumula, Valley of the Yosemite. (The Great Chief) ""El Capitan"" 3500 Feet High",Eadweard J. Muybridge,American,1830.0,1904.0,Male,1872,Photography
15570,Untitled,Philip Guston,American,1913.0,1980.0,Male,1980,Drawings
15571,"Vagina Painting, performed during Perpetual Fluxfest, Cinematheque, New York, July 4, 1965",Shigeko Kubota,Japanese,1937.0,2015.0,Female,1965,Prints & Illustrated Books
15572,"Approximate Locations Near Ingólfsfjall, Iceland",Eve Andrée Laramée,American,1956.0,,Female,1993,Drawings
15573,Braids (Zopfe),Arnulf Rainer,Austrian,1929.0,,Male,1966,Drawings
15574,Friends,Malick Sidibé,Malian,1936.0,2016.0,Male,1976,Photography
15575,I-S LXXIIb Homage to the Square and I-S LXXIIa Homage to the Square,Josef Albers,American,1888.0,1976.0,Male,1972,Prints & Illustrated Books
15576,Residents MTV Stringer Report,Residents,American,1972.0,,Gender Unknown,1981,Film
15577,Adaptive,Franz West,Austrian,1947.0,2012.0,Male,1983,Painting & Sculpture
15578,"The Rape of Europa, II",Jacques Lipchitz,American,1891.0,1973.0,Male,1938,Painting & Sculpture
15579,"Salt-encrusted Rock, Point Lobos",Edward Weston,American,1886.0,1958.0,Male,1942,Photography
15580,In-text plate (page 136) from OEUVRES,Gustave Doré,French,1832.0,1883.0,Male,1854,Prints & Illustrated Books
15581,"Leonard Farber and Miss Universe, Convention of the International Council of Shopping Centers, Miami Beach, Florida",Rosalind Fox Solomon,American,1930.0,,Female,1972,Photography
15582,Woodnotes Textile,Ritva Puotila,Finnish,1935.0,,Female,1900,Architecture & Design
15583,Oceania I,John Walker,British,1939.0,,Male,1900,Painting & Sculpture
15584,"Barracuda (plate, folio 19) from A Little Book of Natural History",Leonard Baskin,American,1922.0,2000.0,Male,1951,Prints & Illustrated Books
15585,Fluxus 1,Various Artists,Nationality Unknown,,,Gender Unknown,1966,Prints & Illustrated Books
15586,Untitled,Katy Schimert,American,1963.0,,Female,2003,Drawings
15587,"Imperial Exposition of the German Textile and Garment Industry, Berlin, Germany (Plans, elevations, and sections. Two tables.)",Lilly Reich,German,1885.0,1947.0,Female,1937,Architecture & Design
15588,Mask of Fear,Paul Klee,German,1879.0,1940.0,Male,1932,Painting & Sculpture
15589,Title page from SAINTE MONIQUE,Pierre Bonnard,French,1867.0,1947.0,Male,1900,Prints & Illustrated Books
15590,Untitled Tool Series,Jim Dine,American,1935.0,,Male,1973,Drawings
15591,Symphony #269 from The Thousand Symphonies,Dick Higgins,American,1938.0,1998.0,Male,1968,Prints & Illustrated Books
15592,Salt Water (L'eau salée) from Magic Mirror (Le miroir magique),Jean Hugo,French,1894.0,1984.0,Male,1927,Prints & Illustrated Books
15593,When the Fur Flies,General Idea,Canadian,,,Male,1988,Prints & Illustrated Books
15594,"Untitled (plate, folio 49-50) from Poetry of Sappho",Julie Mehretu,American,1970.0,,Female,2011,Prints & Illustrated Books
15595,"Boat and Two Fishing Rods, Gatchino",Unknown,Nationality Unknown,,,Gender Unknown,1900,Photography
15596,Lotus,Franz West,Austrian,1947.0,2012.0,Male,2006,Painting & Sculpture
15597,"Kneeling Girl (Knieendes Mädchen) (plate, loose leaf) from the periodical Das Kunstblatt, vol. 1, no. 12 (Dec 1917)",Jakob (Jack) Friedrich Bollschweiler,German,1888.0,1938.0,Male,1917,Prints & Illustrated Books
15598,Untitled from Keffieyeh,Tsibi Geva,Israeli,1951.0,,Male,1992,Prints & Illustrated Books
15599,Odalisque,Brassaï (Gyula Halász),French,1899.0,1984.0,Male,1900,Photography
15600,Festons und Dekorative Gruppen,Unknown,Nationality Unknown,,,Gender Unknown,1893,Photography
15601,"Silk Administration Building, project, Krefeld, Germany (Perspective of rear elevation)",Ludwig Mies van der Rohe,American,1886.0,1969.0,Male,1938,Architecture & Design
15602,Gentle as the Clouds,Richard Kemble,American,1932.0,2007.0,Male,1987,Prints & Illustrated Books
15603,Horses Raped by Women,Raymond Pettibon,American,1957.0,,Male,1986,Prints & Illustrated Books
15604,Square Cluny,Eugène Atget,French,1857.0,1927.0,Male,1907,Photography
15605,Nobody Came to the Circus,John Lurie,American,1952.0,,Male,2004,Drawings
15606,For Thine / is the kingdom (Denn Dein / ist das Reich) from The Lord's Prayer (Das Vater Unser),Max Pechstein,German,1881.0,1955.0,Male,1921,Prints & Illustrated Books
15607,CHEESE from the portfolio SOUVENIRS,Omar Rayo,Colombian,1928.0,2010.0,Male,1965,Prints & Illustrated Books
15608,New York Hot - New York Cold,Paul Etienne Lincoln,British,1959.0,,Male,1990,Prints & Illustrated Books
15609,Plate (page 9) from IO E ALTRO,Roberto Barni,Italian,1939.0,,Male,1991,Prints & Illustrated Books
15610,La Monnaie,Eugène Atget,French,1857.0,1927.0,Male,1900,Photography
15611,"Eleanor and Barbara, Chicago",Harry Callahan,American,1912.0,1999.0,Male,1953,Photography
15612,Untitled,Rudy Burckhardt,American,1914.0,1999.0,Male,1940,Photography
15613,"Beech Trees near Pebble Beach, Mt. Kineo, Maine",John G. Bullock,American,1854.0,1939.0,Male,1885,Photography
15614,"Indian Institute of Management, Ahmedabad, India, Plan and elevation sketches of classroom building",Louis I. Kahn,American,1901.0,1974.0,Male,1963,Architecture & Design
15615,Chicago,Harry Callahan,American,1912.0,1999.0,Male,1948,Photography
15616,Somebody’s SoHo,Ben Kinmont,American,1963.0,,Male,1997,Prints & Illustrated Books
15617,Tank Talk,Aleksandra Mir,American,1967.0,,Female,2003,Prints & Illustrated Books
15618,Plate (folio 16) from Estampas del Popol-Vuh,Carlos Mérida,Guatemalan,1891.0,1984.0,Male,1943,Prints & Illustrated Books
15619,Vase,Josef Hoffmann,Austrian,1870.0,1956.0,Male,1938,Architecture & Design
15620,Ancien Hôtel Laverdy. Annexe de la Monnaie,Eugène Atget,French,1857.0,1927.0,Male,1900,Photography
15621,"Wrapper front from LA BAGUE D'AURORE, Suite",Joan Miró,Spanish,1893.0,1983.0,Male,1957,Prints & Illustrated Books
15622,"Flux Mystery Food, performed during Fluxus Festival of Total Art and Comportment, Nice, July 26, 1963",Ben Vautier,French,1935.0,,Male,1963,Fluxus Collection
15623,Untitled,Allyson Strafella,American,1969.0,,Female,1995,Drawings
15624,Two Frame Arc,Robert Cumming,American,1943.0,,Male,1985,Prints & Illustrated Books
15625,"Joe James at Westwego Fireman's Hall.  Westwego, Louisiana",Lee Friedlander,American,1934.0,,Male,1958,Photography
15626,The Patroness,Peggy Bacon,American,1895.0,1987.0,Female,1927,Prints & Illustrated Books
15627,The Handshake,Ben Shahn,American,1898.0,1969.0,Male,1942,Prints & Illustrated Books
15628,Cat,Roman Signer,Swiss,1938.0,,Male,1979,Media and Performance Art
15629,Ambiguous Beauty (Aimai-no-bi),Yasumasa Morimura,Japanese,1951.0,,Male,1995,Prints & Illustrated Books
15630,"First Federal Savings Building Project, Miami, FL, Preliminary sketch of site plan. Scheme A",Ludwig Mies van der Rohe,American,1886.0,1969.0,Male,1962,Architecture & Design
15631,Untitled from Vanish,Sol LeWitt,American,1928.0,2007.0,Male,1994,Prints & Illustrated Books
15632,Tumbler,Umberto Nason,Italian,1889.0,1964.0,Male,1954,Architecture & Design
15633,The Crucifixion (Christus am Kreuz) from the series The Passion (Die Passion),Oskar Kokoschka,Austrian,1886.0,1980.0,Male,1916,Prints & Illustrated Books
15634,Untitled from Vertical Horizontals,Hedda Sterne,American,1910.0,,Female,1967,Prints & Illustrated Books
15635,Khristolyubivoe voinstvo (Christian Host) from Misticheskie obrazy voiny. 14 litografii (Mystical Images of War: Fourteen Lithographs),Natalia Goncharova,Russian,1881.0,1962.0,Female,1914,Prints & Illustrated Books
15636,"Mil nubes de paz cercan el cielo, amor, jamás acabarás de ser amor (A Thousand Peace Clouds Encircle the Sky)",Julián Hernández,Mexican,1972.0,,Male,2003,Film
15637,Untitled,Susan Te Kahurangi King,New Zealander,1951.0,,Female,1900,Drawings
15638,Xilogravura Popular do Nordeste,José Costa Leite,Brazilian,,,Male,1968,Prints & Illustrated Books
15639,"Cab Accident, High Holborn, London",Paul Martin,British,1864.0,1944.0,Male,1900,Photography
15640,A Clean New Race,Juan Downey,Chilean,1940.0,1993.0,Male,1970,Drawings
15641,Untitled (page from Sump),Jerome Neuner,American,1945.0,,Male,1994,Photography
15642,Manhole,Joseph Dankowski,American,1932.0,2010.0,Male,1900,Photography
15643,Cookie Cutter,Hutzler Manufacturing Co.,American,1938.0,,Gender Unknown,1942,Architecture & Design
15644,"Second Born, Berkeley",Dorothea Lange,American,1895.0,1965.0,Female,1955,Photography
15645,"Dynamis 3, Dynamis",Joseph Beuys,German,1921.0,1986.0,Male,1960,Drawings
15646,"Vieille Cour, 22 rue Saint-Sauveur",Eugène Atget,French,1857.0,1927.0,Male,1914,Photography
15647,Architecture Panoramas,Jan Dibbets,Dutch,1941.0,,Male,1971,Photography
15648,Recto/Verso #11,Robert Heinecken,American,1931.0,2006.0,Male,1988,Photography
15649,"Paper Piece, Festival of Misfits, ICA, London, October 23- November 8, 1962",Benjamin Patterson,American,1934.0,2016.0,Male,1962,Prints & Illustrated Books
15650,"The Bathers, large plate (Les baigneurs, grand planche)",Paul Cézanne,French,1839.0,1906.0,Male,1899,Prints & Illustrated Books
15651,"George Jean Nathan and H.L. Mencken, New York",Irving Penn,American,1917.0,2009.0,Male,1947,Photography
15652,"Proof of 2nd color for Plate 12 (supplementary suite, plate 144) from FOUR TALES FROM THE ARABIAN NIGHTS",Marc Chagall,French,1887.0,1985.0,Male,1900,Prints & Illustrated Books
15653,Self Portrait,Alvin Langdon Coburn,American,1882.0,1966.0,Male,1905,Photography
15654,Untitled #30,José Antonio Suárez Londoño,Colombian,1955.0,,Male,1900,Prints & Illustrated Books
15655,Sweet Sweetback's Baadasssss Song,Melvin Van Peebles,American,1932.0,,Male,1971,Film
15656,Theater of the Earth (Théâtre du sol) from Phenomena (Les Phénomènes),Jean Dubuffet,French,1901.0,1985.0,Male,1959,Prints & Illustrated Books
15657,"Duplicate of Yseult (supplementary suite, plate 25) from D'Ariane à Zoé",Alfred Lombard,French,1884.0,1973.0,Male,1930,Prints & Illustrated Books
15658,Stone Panel with Black Marble Inlay,John Storrs,American,1885.0,1956.0,Male,1900,Painting & Sculpture
15659,Publisher,August Sander,German,1876.0,1964.0,Male,1924,Photography
15660,"Bauhausbücher 5, Piet Mondrian: Neue Gestaltung",László Moholy-Nagy,American,1895.0,1946.0,Male,1924,Architecture & Design
15661,Plate (page 55) from LES PETITES FLEURS,Émile Bernard,French,1868.0,1941.0,Male,1928,Prints & Illustrated Books
15662,MYTO chair,Konstantin Grcic,German,1965.0,,Male,2007,Architecture & Design
15663,Disabled Waggoner,August Sander,German,1876.0,1964.0,Male,1930,Photography
15664,Popular Print for the First Poligraphic Triennial of San Juan: Latin America & the Caribbean,Álvaro Barrios,Colombian,1945.0,,Male,2004,Prints & Illustrated Books
15665,In-text plate (page 25) from CENDRILLON,Jules Pascin,American,1885.0,1930.0,Male,1929,Prints & Illustrated Books
15666,In-text plate (folio 56) from LE BESTIAIRE,Roger Chastel,French,1897.0,1981.0,Male,1948,Prints & Illustrated Books
15667,1996 No. 11-15,Fang Lijun,Chinese,1963.0,,Male,1996,Prints & Illustrated Books
15668,Bulb,Elizabeth Murray,American,1940.0,2007.0,Female,1993,Prints & Illustrated Books
15669,Lys,Eugène Atget,French,1857.0,1927.0,Male,1900,Photography
15670,Silvered Circle,Jose Antonio Fernández-Muro,Argentine,1920.0,,Male,1962,Painting & Sculpture
15671,Her Sides of Me,Christopher Wilmarth,American,1943.0,1987.0,Male,1969,Drawings
15672,"Duplicate of Georgina (supplementary suite, plate 7) from D'Ariane à Zoé",Raoul Dufy,French,1877.0,1953.0,Male,1930,Prints & Illustrated Books
15673,Physiology: Class studying the stomach,Frances Benjamin Johnston,American,1864.0,1952.0,Female,1900,Photography
15674,Pleasant Park Profile Rock,William Henry Jackson,American,1843.0,1942.0,Male,1900,Photography
15675,TOMORROW'S SAINT from the portfolio TWELVE ETCHINGS,William Gropper,American,1897.0,1977.0,Male,1965,Prints & Illustrated Books
15676,"The Brown Sisters, Brookline, Massachusetts",Nicholas Nixon,American,1947.0,,Male,1999,Photography
15677,"PRUNING THE TREES (plate; volume I, page 195) from LES GÉORGIQUES (GEORGICA)",André Dunoyer de Segonzac,French,1884.0,1974.0,Male,1900,Prints & Illustrated Books
15678,Various Small Fires from Book Covers,Edward Ruscha,American,1937.0,,Male,1970,Prints & Illustrated Books
15679,"Izbran. Stikhi, 1912-1922 (Selected Verse, 1912-1922)",Aleksandr Rodchenko,Russian,1891.0,1956.0,Male,1923,Prints & Illustrated Books
15680,"Manilov and Tchitchikov at the Doorstep (Manilov et Tchitchikov sur le seuil de la porte), plate IX (supplementary suite) from Les Âmes mortes",Marc Chagall,French,1887.0,1985.0,Male,1900,Prints & Illustrated Books
15681,8 from 0–9,Jasper Johns,American,1930.0,,Male,2013,Prints & Illustrated Books
15682,Plate (folio 60) from LYRIK,A.R. Penck (Ralf Winkler),German,1939.0,2017.0,Male,1987,Prints & Illustrated Books
15683,"Duplicate of Hippolyte (supplementary suite, plate 8) from D'Ariane à Zoé",Raymonde Heudebert,French,1905.0,1991.0,Male,1930,Prints & Illustrated Books
15684,Dognat' i peregnat' v tekhniko-ekonomicheskom otnoshenii peredovye kapitalisticheskie strany v 10 let. 70 kartinnye diagrammna otkrytkakh,Unknown,Nationality Unknown,,,Gender Unknown,1931,Prints & Illustrated Books
15685,Death to Traitors from Peace is Patriotic,William Frederick Weege III,American,1935.0,,Male,1967,Prints & Illustrated Books
15686,"Spider, plate 11 of 11, from the illustrated book, He Disappeared into Complete Silence, second edition",Louise Bourgeois,American,1911.0,2010.0,Female,2001,Prints & Illustrated Books
15687,VIEILLE MAISON. 38 RUE BERTON,Eugène Atget,French,1857.0,1927.0,Male,1913,Photography
15688,"2 from the series 1,2,3,4",Brice Marden,American,1938.0,,Male,1983,Prints & Illustrated Books
15689,"SHEEP (in-text plate, volume II, page 33) from LES GÉORGIQUES",Aristide Maillol,French,1861.0,1944.0,Male,1900,Prints & Illustrated Books
15690,Boy with Dog (Junge mit Hund),Renée Sintenis,German,1888.0,1965.0,Female,1923,Prints & Illustrated Books
15691,In-text plate (folio 19) from CENT COMPTINES,Pierre Roy,French,1880.0,1950.0,Male,1900,Prints & Illustrated Books
15692,Untitled,Unknown,Nationality Unknown,,,Gender Unknown,1900,Photography
15693,Stairs II,Umbo (Otto Umbehr),German,1902.0,1980.0,Male,1900,Photography
15694,Catholic Wandervögel Hikers in the Old Mill at Zons,August Sander,German,1876.0,1964.0,Male,1928,Photography
15695,"Ni znakhar', ni bog, ni angely boga - krest'ianstvu ne podmoga (Neither Healer, nor God, nor the Angels of God Are Any Help to the Peasantry)",Vladimir Mayakovsky,Russian,1893.0,1930.0,Male,1923,Prints & Illustrated Books
15696,"Cleveland, Ohio",Lee Friedlander,American,1934.0,,Male,1980,Photography
15697,The Last Soldier,George Grosz,American,1893.0,1959.0,Male,1937,Drawings
15698,"Untitled (Diamonds in Circle), trial proof",Louise Bourgeois,American,1911.0,2010.0,Female,2002,Prints & Illustrated Books
